WellName,JobName,StartDate,,,,,
MSPU 4-P-2 (SMACKOVER),(2012.08.15) Tubing Repair,8/15/2012,,,,,
MSPU 4-P-2 (SMACKOVER),(2014.10.27) Tubing Repair,10/27/2014,,,,,
MSPU 4-P-2 (SMACKOVER),(2015.04.09) Tubing Repair,4/9/2015,,,,,
MSPU 4-P-2 (SMACKOVER),(2004.06.28) Tubing Repair,6/28/2004,,,,,
MSPU 4-P-2 (SMACKOVER),(2003.06.04) Rod Repair,6/4/2003,,,,,
MSPU 4-P-2 (SMACKOVER),(2006.06.15) Tubing Repair,6/15/2006,,,,,
MSPU 4-P-2 (SMACKOVER),(2004.06.14) Pump Repair,6/14/2004,,,,,
MSPU 4-P-2 (SMACKOVER),(2011.09.07) Tubing Repair,9/7/2011,,,,,
MSPU 4-P-2 (SMACKOVER),(2013.05.21) Tubing Repair,5/21/2013,,,,,
MSPU 4-P-2 (SMACKOVER),(2003.05.30) Rod Repair,5/30/2003,,,,,
MSPU 4-P-2 (SMACKOVER),(2007.10.02) Tubing Repair,10/2/2007,,,,,
MSPU 4-P-2 (SMACKOVER),(2004.08.10) Rod Repair,8/10/2004,,,,,
MSPU 4-P-2 (SMACKOVER),(2013.12.26) Tubing Repair,12/26/2013,,,,,
MSPU 4-P-2 (SMACKOVER),(2001.11.13) Pump Repair,11/13/2001,,,,,
MSPU 4-P-2 (SMACKOVER),(2006.03.29) Tubing Repair,3/29/2006,,,,,
MSPU 4-P-2 (SMACKOVER),(2006.07.05) Pump Change,7/5/2006,,,,,
MSPU 4-P-2 (SMACKOVER),(2005.09.19) Pump Change,9/19/2005,,,,,
MSPU 4-P-2 (SMACKOVER),(2002.05.20) Tubing Repair,5/20/2002,,,,,
MSPU 4-P-2 (SMACKOVER),(1995.02.27) Equipment Maintenance,2/27/1995,,,,,
MSPU 4-P-2 (SMACKOVER),(2010.12.22) Tubing Repair,12/22/2010,,,,,
MSPU 4-P-2 (SMACKOVER),(2012.06.12) Tubing Repair,6/12/2012,,,,,
MSPU 4-P-2 (SMACKOVER),16.11.21 - MSPU 4-P-2 Rod Part,11/21/2016,,,,,
MSPU 4-P-2 (SMACKOVER),17.12.18 - MSPU 4-P-2 - Pump,12/18/2017,,,,,
MSPU 4-P-2 (SMACKOVER),18.04.16 - MSPU 4-P-2 - Pump,4/17/2018,,,,,
MSPU 4-P-2 (SMACKOVER),19.01.15 - MSPU 4-P-2 - Pump,1/15/2019,,,,,
MSPU 4-P-2 (SMACKOVER),19.10.26. - MSPU 4-P-2 - pump change,10/25/2019,,,,,
MSPU 4-P-2 (SMACKOVER),20.06.26. - MSPU 4-P-2 - Pump change,6/26/2020,,,,,
MSPU 4-P-2 (SMACKOVER),21.04.08. - MSPU 4-P-2 - Pump Size Change,4/8/2021,,,,,
MSPU 4-P-2 (SMACKOVER),22.08.04. - MSPU 4-P-2 - Pump Change,8/4/2022,,,,,
MSPU 4-P-2 (SMACKOVER),23.03.03. - MSPU 4-P-2 - Rod Part,3/3/2023,,,,,
MSPU 4-P-2 (SMACKOVER),02.23.25. - MSPU 4-P-2 - Remediate Tubing,2/23/2025,,,,,
MSPU 4-P-3 (SMACKOVER),15.11.18 - MSPU 4-P-3 Add Pay & Test,11/18/2015,,,,,
MSPU 4-P-3 (SMACKOVER),16.01.04 - MSPU 4-P-3 Remediate PKR,1/4/2016,,,,,
MSPU 4-P-3 (SMACKOVER),16.01.15 - MSPU 4-P-3 Remediate PKR (again),1/15/2016,,,,,
MSPU 4-P-3 (SMACKOVER),16.01.27 - MSPU 4-P-3 SQZ CMNT U. Perfs,1/27/2016,,,,,
MSPU 4-P-3 (SMACKOVER),16.02.29 - MSPU 4-P-3 HIT,2/29/2016,,,,,
MSPU 4-P-3 (SMACKOVER),16.06.06 - MSPU 4-P-3 Add Perfs Upgrade AL,6/6/2016,,,,,
MSPU 4-P-3 (SMACKOVER),(2003.12.11) Tubing Repair,12/11/2003,,,,,
MSPU 4-P-3 (SMACKOVER),(2002.04.15) Tubing Repair,4/15/2002,,,,,
MSPU 4-P-3 (SMACKOVER),(2003.03.28) Rod Repair,3/28/2003,,,,,
MSPU 4-P-3 (SMACKOVER),(2008.08.19) Pump Change,8/19/2008,,,,,
MSPU 4-P-3 (SMACKOVER),(2013.10.29) Tubing Repair,10/29/2013,,,,,
MSPU 4-P-3 (SMACKOVER),(2011.07.21) Tubing Repair,7/21/2011,,,,,
MSPU 4-P-3 (SMACKOVER),(2004.10.18) Tubing Repair,10/18/2004,,,,,
MSPU 4-P-3 (SMACKOVER),(2014.10.31) Pump Change,10/31/2014,,,,,
MSPU 4-P-3 (SMACKOVER),(2007.03.30) Pump Change,3/30/2007,,,,,
MSPU 4-P-3 (SMACKOVER),(2005.11.15) Tubing Repair,11/15/2005,,,,,
MSPU 4-P-3 (SMACKOVER),(2004.07.06) Pump Repair,7/6/2004,,,,,
MSPU 4-P-3 (SMACKOVER),(1994.06.30) Equipment Maintenance,6/30/1994,,,,,
MSPU 4-P-3 (SMACKOVER),16.08.26 - MSPU 4-P-3 Rod Part,8/26/2016,,,,,
MSPU 4-P-3 (SMACKOVER),21.12.01. - MSPU 4-P-3 - HIT,12/1/2021,,,,,
MSPU 4-P-3 (SMACKOVER),23.01.04. - MSPU 4-P-3 - Pump Change,1/4/2024,,,,,
MSPU 4-P-4 (SMACKOVER),(2013.07.16) Tubing Repair,7/16/2013,,,,,
MSPU 4-P-4 (SMACKOVER),(1994.12.27) Equipment Maintenance,12/27/1994,,,,,
MSPU 4-Q (SMACKOVER),(2001.06.21) Qtr BHP Survey,6/21/2001,,,,,
MSPU 4-Q (SMACKOVER),(2001.09.20) Qtr BHP Survey,9/20/2001,,,,,
MSPU 4-Q (SMACKOVER),(2002.03.28) Qtr BHP Survey,3/28/2002,,,,,
MSPU 4-Q (SMACKOVER),(1995.06.14) Rod Repair,6/14/1995,,,,,
MSPU 4-Q (SMACKOVER),(2013.07.18) Tubing Repair,7/18/2013,,,,,
MSPU 4-Q (SMACKOVER),(2002.10.07) Qtr BHP Survey,10/7/2002,,,,,
MSPU 4-Q (SMACKOVER),(2001.12.27) Qtr BHP Survey,12/27/2001,,,,,
MSPU 4-Q (SMACKOVER),(2002.06.27) Qtr BHP Survey,6/27/2002,,,,,
MSPU 4-Q (SMACKOVER),(1994.07.30) Equipment Maintenance,7/30/1994,,,,,
MSPU 4-Q-1 (SMACKOVER),16.01.07 - MSPU 4-Q-1 Add Pay,1/6/2016,,,,,
MSPU 4-Q-1 (SMACKOVER),16.05.23 - MSPU 4-Q-1 RBP Removal & TBG Pump,5/23/2016,,,,,
MSPU 4-Q-1 (SMACKOVER),(2003.10.29) Tubing Repair,10/29/2003,,,,,
MSPU 4-Q-1 (SMACKOVER),(2003.02.19) Rod Repair,2/19/2003,,,,,
MSPU 4-Q-1 (SMACKOVER),(2004.06.01) Rod Repair,6/1/2004,,,,,
MSPU 4-Q-1 (SMACKOVER),(2011.04.06) Pump Change,4/6/2011,,,,,
MSPU 4-Q-1 (SMACKOVER),(2003.08.21) Pump Repair,8/21/2003,,,,,
MSPU 4-Q-1 (SMACKOVER),(2006.04.18) Pump Change,4/18/2006,,,,,
MSPU 4-Q-1 (SMACKOVER),(2007.11.30) Rod Repair,11/30/2007,,,,,
MSPU 4-Q-1 (SMACKOVER),(2006.10.10) Tubing Repair,10/10/2006,,,,,
MSPU 4-Q-1 (SMACKOVER),(2005.08.19) Pump Change,8/19/2005,,,,,
MSPU 4-Q-1 (SMACKOVER),(2005.06.20) Tubing Repair,6/20/2005,,,,,
MSPU 4-Q-1 (SMACKOVER),(1994.06.17) Equipment Maintenance,6/17/1994,,,,,
MSPU 4-Q-1 (SMACKOVER),(2013.10.15) Tubing Repair,10/15/2013,,,,,
MSPU 4-Q-1 (SMACKOVER),(2006.12.06) Rod Repair,12/6/2006,,,,,
MSPU 4-Q-1 (SMACKOVER),(2003.08.19) Tubing Repair,8/19/2003,,,,,
MSPU 4-Q-1 (SMACKOVER),(2014.09.04) Pump Change,9/4/2014,,,,,
MSPU 4-Q-1 (SMACKOVER),(2008.05.29) Tubing Repair,5/29/2008,,,,,
MSPU 4-Q-1 (SMACKOVER),(2003.12.05) Tubing Repair,12/5/2003,,,,,
MSPU 4-Q-1 (SMACKOVER),(2001.11.01) Rod Repair,11/1/2001,,,,,
MSPU 4-Q-1 (SMACKOVER),(2002.10.21) Tubing Repair,10/21/2002,,,,,
MSPU 4-Q-1 (SMACKOVER),(2005.03.15) Pump Repair,3/15/2005,,,,,
MSPU 4-Q-1 (SMACKOVER),(2007.08.20) Tubing Repair,8/20/2007,,,,,
MSPU 4-Q-1 (SMACKOVER),(2010.11.10) Tubing Repair,11/10/2010,,,,,
MSPU 4-Q-1 (SMACKOVER),(2001.10.08) Tubing Repair,10/8/2001,,,,,
MSPU 4-Q-1 (SMACKOVER),(2002.06.24) Tubing Repair,6/24/2002,,,,,
MSPU 4-Q-1 (SMACKOVER),(2003.09.15) Tubing Repair,9/15/2003,,,,,
MSPU 4-Q-1 (SMACKOVER),(2002.06.10) Rod Repair,6/10/2002,,,,,
MSPU 4-Q-1 (SMACKOVER),(2012.12.20) Tubing Repair,12/20/2012,,,,,
MSPU 4-Q-1 (SMACKOVER),(2012.01.06) Tubing Repair,1/6/2012,,,,,
MSPU 4-Q-2 (SMACKOVER),15.10.15 - MSPU 4-Q-2 ESP Install,10/15/2015,,,,,
MSPU 4-Q-2 (SMACKOVER),16.04.28 - MSPU 4-Q-2 LD ESP & Install TBG Pump,4/28/2016,,,,,
MSPU 4-Q-2 (SMACKOVER),(2000.10.10) Pump Repair,10/10/2000,,,,,
MSPU 4-Q-2 (SMACKOVER),(2004.10.19) Tubing Repair,10/19/2004,,,,,
MSPU 4-Q-2 (SMACKOVER),(2007.04.13) Pump Change,4/13/2007,,,,,
MSPU 4-Q-2 (SMACKOVER),(2008.10.27) Tubing Repair,10/27/2008,,,,,
MSPU 4-Q-2 (SMACKOVER),(1984.05.26) Acid Treatment,5/26/1984,,,,,
MSPU 4-Q-2 (SMACKOVER),(1995.01.19) Equipment Maintenance,1/19/1995,,,,,
MSPU 4-Q-2 (SMACKOVER),(2012.09.19) Tubing Repair,9/19/2012,,,,,
MSPU 4-Q-2 (SMACKOVER),(2003.04.01) Rod Repair,4/1/2003,,,,,
MSPU 4-Q-2 (SMACKOVER),(2010.12.06) Pump Change,12/6/2010,,,,,
MSPU 4-Q-2 (SMACKOVER),(1998.07.08) Reconfigure Tubing/Components,7/8/1998,,,,,
MSPU 4-Q-2 (SMACKOVER),(2000.08.10) Acid Treatment,8/10/2000,,,,,
MSPU 4-Q-2 (SMACKOVER),(2001.08.06) Pump Repair,8/6/2001,,,,,
MSPU 4-Q-2 (SMACKOVER),(2014.10.15) Tubing Repair,10/15/2014,,,,,
MSPU 4-Q-2 (SMACKOVER),(2004.04.05) Tubing Repair,4/5/2004,,,,,
MSPU 4-Q-2 (SMACKOVER),(2003.12.06) Tubing Repair,12/6/2003,,,,,
MSPU 4-Q-2 (SMACKOVER),17.03.01 - MSPU 4-Q-2 Cement Squeeze,3/1/2017,,,,,
MSPU 4-Q-2 (SMACKOVER),18.07.02 - MSPU 4-Q-2 - Add Pay,7/2/2018,,,,,
MSPU 4-Q-2 (SMACKOVER),18.09.26 - MSPU 4-Q-2 - Pump,9/26/2018,,,,,
MSPU 4-Q-2 (SMACKOVER),19.06.25. - MSPU 4-Q-2 - Pump Change,6/25/2019,,,,,
MSPU 4-R-1 (SMACKOVER),(1991.12.16) Tubing Repair,12/16/1991,,,,,
MSPU 4-R-1 (SMACKOVER),(2000.01.06) Pump Repair,1/6/2000,,,,,
MSPU 4-R-1 (SMACKOVER),(2012.03.21) Tubing Repair,3/21/2012,,,,,
MSPU 4-R-1 (SMACKOVER),(2002.08.30) Rod Repair,8/30/2002,,,,,
MSPU 4-R-1 (SMACKOVER),(1998.06.18) Pump Repair,6/18/1998,,,,,
MSPU 4-R-1 (SMACKOVER),(1994.04.18) Tubing Repair,4/18/1994,,,,,
MSPU 4-R-1 (SMACKOVER),(1998.08.29) Rod Repair,8/29/1998,,,,,
MSPU 4-R-1 (SMACKOVER),(1989.03.03) Clean Out,3/3/1989,,,,,
MSPU 4-R-1 (SMACKOVER),(2005.01.11) Tubing Repair,1/11/2005,,,,,
MSPU 4-R-1 (SMACKOVER),(2008.07.15) Tubing Repair,7/15/2008,,,,,
MSPU 4-R-1 (SMACKOVER),(2007.04.02) Pump Change,4/2/2007,,,,,
MSPU 4-R-1 (SMACKOVER),(2012.03.29) Casing Repair,3/29/2012,,,,,
MSPU 4-R-1 (SMACKOVER),(2001.02.28) Tubing Repair,2/28/2001,,,,,
MSPU 4-R-1 (SMACKOVER),(1980.08.08) Production Test,8/8/1980,,,,,
MSPU 4-R-1 (SMACKOVER),(2006.01.09) Tubing Repair,1/9/2006,,,,,
MSPU 4-R-1 (SMACKOVER),(1999.03.02) Tubing Repair,3/2/1999,,,,,
MSPU 4-R-1 (SMACKOVER),(2001.08.29) Tubing Repair,8/29/2001,,,,,
MSPU 4-R-1 (SMACKOVER),(2002.08.27) Tubing Repair,8/27/2002,,,,,
MSPU 4-R-1 (SMACKOVER),(1988.07.19) Clean Out,7/19/1988,,,,,
MSPU 4-R-1 (SMACKOVER),(2009.08.13) Pump Repair,8/13/2009,,,,,
MSPU 4-R-1 (SMACKOVER),(2004.04.13) Tubing Repair,4/13/2004,,,,,
MSPU 4-R-1 (SMACKOVER),(1996.04.24) Tubing Repair,4/24/1996,,,,,
MSPU 4-R-1 (SMACKOVER),(1995.10.13) Tubing Repair,10/13/1995,,,,,
MSPU 4-R-1 (SMACKOVER),(1998.07.30) Pump Repair,7/30/1998,,,,,
MSPU 4-R-1 (SMACKOVER),(1992.10.15) Rod Repair,10/15/1992,,,,,
MSPU 4-R-1 (SMACKOVER),(1994.09.20) Tubing Repair,9/20/1994,,,,,
MSPU 4-R-1 (SMACKOVER),(2000.01.12) Rod Repair,1/12/2000,,,,,
MSPU 4-R-1 (SMACKOVER),(2011.03.04) Rod Repair,3/4/2011,,,,,
MSPU 4-R-1 (SMACKOVER),(1992.12.03) Pump Repair,12/3/1992,,,,,
MSPU 4-R-1 (SMACKOVER),(2005.06.07) Tubing Repair,6/7/2005,,,,,
MSPU 4-R-1 (SMACKOVER),(1998.09.16) Rod Repair,9/16/1998,,,,,
MSPU 4-R-1 (SMACKOVER),(2010.07.15) Pump Change,7/15/2010,,,,,
MSPU 4-R-1 (SMACKOVER),(2006.08.25) Tubing Repair,8/25/2006,,,,,
MSPU 4-R-1 (SMACKOVER),(1994.04.18) Equipment Maintenance,4/18/1994,,,,,
MSPU 4-R-1 (SMACKOVER),(2000.02.07) Tubing Repair,2/7/2000,,,,,
MSPU 4-R-1 (SMACKOVER),(1998.07.10) Pump Repair,7/10/1998,,,,,
MSPU 4-R-1 (SMACKOVER),(1999.03.03) Tubing Repair,3/3/1999,,,,,
MSPU 4-R-1 (SMACKOVER),(2002.06.25) Tubing Repair,6/25/2002,,,,,
MSPU 4-R-1 (SMACKOVER),(1997.11.24) Rod Repair,11/24/1997,,,,,
MSPU 4-R-1 (SMACKOVER),(1998.07.17) Pump Repair,7/17/1998,,,,,
MSPU 4-R-1 (SMACKOVER),(2000.11.07) Pump Repair,11/7/2000,,,,,
MSPU 4-R-1 (SMACKOVER),(2003.08.19) Tubing Repair,8/19/2003,,,,,
MSPU 4-S (SMACKOVER),15.10.13 - MSPU 4-S Pump Change,10/13/2015,,,,,
MSPU 4-S (SMACKOVER),16.07.25 - MSPU 4-S HIT,7/25/2016,,,,,
MSPU 4-S (SMACKOVER),17.04.06 - MSPU 4-S TAC Stuck - WWE,4/6/2017,,,,,
MSPU 4-S (SMACKOVER),22.04.20. - MSPU 4-S - Stuck TAC,4/18/2022,,,,,
MSPU 4-S (SMACKOVER),23.01.05. - MSPU 4-S - Re-perforate,1/5/2023,,,,,
MSPU 4-S (SMACKOVER),23.03.15. - MSPU 4-S - Pump Change,3/15/2023,,,,,
MSPU 4-S (SMACKOVER),24.03.14. - MSPU 4-S - Pump change,3/14/2024,,,,,
MSPU 4-S-1 INJ (SMACKOVER),(2015.04.06) Tubing Repair,4/6/2015,,,,,
MSPU 4-S-1 INJ (SMACKOVER),(2005.05.17) Rod Repair,5/17/2005,,,,,
MSPU 4-S-1 INJ (SMACKOVER),(2012.03.12) Tubing Repair,3/12/2012,,,,,
MSPU 4-S-1 INJ (SMACKOVER),(2012.05.17) Rod Repair,5/17/2012,,,,,
MSPU 4-S-1 INJ (SMACKOVER),(2007.02.20) Tubing Repair,2/20/2007,,,,,
MSPU 4-S-1 INJ (SMACKOVER),(1994.05.04) Equipment Maintenance,5/4/1994,,,,,
MSPU 4-S-1 INJ (SMACKOVER),(2010.10.15) Tubing Repair,10/15/2010,,,,,
MSPU 4-S-1 INJ (SMACKOVER),(2003.01.27) Rod Repair,1/27/2003,,,,,
MSPU 4-S-1 INJ (SMACKOVER),(2003.10.01) Tubing Repair,10/1/2003,,,,,
MSPU 4-S-1 INJ (SMACKOVER),(2001.11.14) Pump Repair,11/14/2001,,,,,
MSPU 4-S-1 INJ (SMACKOVER),(2007.01.21) Production Test,1/21/2007,,,,,
MSPU 4-S-1 INJ (SMACKOVER),(2004.09.03) Tubing Repair,9/3/2004,,,,,
MSPU 4-S-1 INJ (SMACKOVER),(2001.07.13) Rod Repair,7/13/2001,,,,,
MSPU 4-S-1 INJ (SMACKOVER),(2006.06.19) Tubing Repair,6/19/2006,,,,,
MSPU 4-S-1 INJ (SMACKOVER),(2007.01.19) Pump Change,1/19/2007,,,,,
MSPU 4-S-1 INJ (SMACKOVER),(2006.11.03) Add Perforations,11/3/2006,,,,,
MSPU 4-S-1 INJ (SMACKOVER),(2011.01.25) Convert to WIW,1/25/2011,,,,,
MSPU 4-S-1 INJ (SMACKOVER),(2012.06.08) Rod Repair,6/8/2012,,,,,
MSPU 4-S-1 INJ (SMACKOVER),(2002.03.26) Pump Repair,3/26/2002,,,,,
MSPU 4-S-1 INJ (SMACKOVER),(2011.11.03) Tubing Repair,11/3/2011,,,,,
MSPU 4-S-1 INJ (SMACKOVER),(2008.08.14) Pump Change,8/14/2008,,,,,
MSPU 4-S-1 INJ (SMACKOVER),(2007.01.08) Tubing Repair,1/8/2007,,,,,
MSPU 4-S-1 INJ (SMACKOVER),16.11.28 - MSPU 4-S-1 INJ TBG Remediation,11/28/2016,,,,,
MSPU 4-S-1 INJ (SMACKOVER),18.06.25 - MSPU 4-S-1 - MIT,6/25/2018,,,,,
MSPU 4-W-1 (SMACKOVER),16.03.08 - MSPU 4-W-1 ROD PART,3/8/2016,,,,,
MSPU 4-W-1 (SMACKOVER),16.04.28 - MSPU 4-W-1 Pump Remediation,4/28/2016,,,,,
MSPU 4-W-1 (SMACKOVER),16.05.23 - MSPU 4-W-1 HIT,5/23/2016,,,,,
MSPU 4-W-1 (SMACKOVER),16.07.16 - MSPU 4-W-1 HIT,7/16/2016,,,,,
MSPU 4-W-1 (SMACKOVER),(2010.08.31) Tubing Repair,8/31/2010,,,,,
MSPU 4-W-1 (SMACKOVER),(2013.01.23) Rod Repair,1/23/2013,,,,,
MSPU 4-W-1 (SMACKOVER),(2006.04.21) Pump Change,4/21/2006,,,,,
MSPU 4-W-1 (SMACKOVER),(2002.09.16) Tubing Repair,9/16/2002,,,,,
MSPU 4-W-1 (SMACKOVER),(2011.05.02) Pump Change,5/2/2011,,,,,
MSPU 4-W-1 (SMACKOVER),(2010.08.12) Rod Repair,8/12/2010,,,,,
MSPU 4-W-1 (SMACKOVER),(2014.12.05) Tubing Repair,12/5/2014,,,,,
MSPU 4-W-1 (SMACKOVER),(2013.01.10) Rod Repair,1/10/2013,,,,,
MSPU 4-W-1 (SMACKOVER),(2002.08.28) Pump Repair,8/28/2002,,,,,
MSPU 4-W-1 (SMACKOVER),(2011.09.26) Tubing Repair,9/26/2011,,,,,
MSPU 4-W-1 (SMACKOVER),(2012.07.09) Rod Repair,7/9/2012,,,,,
MSPU 4-W-1 (SMACKOVER),(2014.09.19) Tubing Repair,9/19/2014,,,,,
MSPU 4-W-1 (SMACKOVER),(2006.04.13) Pump Repair,4/13/2006,,,,,
MSPU 4-W-1 (SMACKOVER),(2002.09.12) Rod Repair,9/12/2002,,,,,
MSPU 4-W-1 (SMACKOVER),(2004.03.08) Tubing Repair,3/8/2004,,,,,
MSPU 4-W-1 (SMACKOVER),(2006.04.27) Equipment Maintenance,4/27/2006,,,,,
MSPU 4-W-1 (SMACKOVER),(2011.12.19) Tubing Repair,12/19/2011,,,,,
MSPU 4-W-1 (SMACKOVER),(2009.08.11) Pump Repair,8/11/2009,,,,,
MSPU 4-W-1 (SMACKOVER),(2014.07.28) Rod Repair,7/28/2014,,,,,
MSPU 4-W-1 (SMACKOVER),(1997.12.09) Equipment Maintenance,12/9/1997,,,,,
MSPU 4-W-1 (SMACKOVER),(2001.12.26) Rod Repair,12/26/2001,,,,,
MSPU 4-W-1 (SMACKOVER),(2007.03.13) Pump Change,3/13/2007,,,,,
MSPU 4-W-1 (SMACKOVER),(2013.11.13) Tubing Repair,11/13/2013,,,,,
MSPU 4-W-1 (SMACKOVER),(2005.01.06) Pump Repair,1/6/2005,,,,,
MSPU 4-W-1 (SMACKOVER),(2003.12.05) Rod Repair,12/5/2003,,,,,
MSPU 4-W-1 (SMACKOVER),(2001.11.26) Rod Repair,11/26/2001,,,,,
MSPU 4-W-1 (SMACKOVER),(2014.11.25) Rod Repair,11/25/2014,,,,,
MSPU 4-W-1 (SMACKOVER),(2010.12.13) Rod Repair,12/13/2010,,,,,
MSPU 4-W-1 (SMACKOVER),(2003.02.03) Rod Repair,2/3/2003,,,,,
MSPU 4-W-1 (SMACKOVER),(2003.08.25) Pump Repair,8/25/2003,,,,,
MSPU 4-W-1 (SMACKOVER),(2012.01.04) Tubing Repair,1/4/2012,,,,,
MSPU 4-W-1 (SMACKOVER),(2004.03.10) Rod Repair,3/10/2004,,,,,
MSPU 4-W-1 (SMACKOVER),(2008.06.04) Tubing Repair,6/4/2008,,,,,
MSPU 4-W-1 (SMACKOVER),(2008.08.04) Pump Repair,8/4/2008,,,,,
MSPU 4-W-1 (SMACKOVER),(2014.06.24) Rod Repair,6/24/2014,,,,,
MSPU 4-W-1 (SMACKOVER),(2014.04.25) Pump Change,4/25/2014,,,,,
MSPU 4-W-1 (SMACKOVER),(2005.01.10) Pump Repair,1/10/2005,,,,,
MSPU 4-W-1 (SMACKOVER),(2004.03.17) Pump Repair,3/17/2004,,,,,
MSPU 4-W-1 (SMACKOVER),(2006.04.04) Equipment Maintenance,4/4/2006,,,,,
MSPU 4-W-1 (SMACKOVER),16.10.20 - MSPU 4-W-1 Lift Capacity Upgrade,10/20/2016,,,,,
MSPU 4-W-1 (SMACKOVER),16.12.09 - MSPU 4-W-1 Rod Part,12/9/2016,,,,,
MSPU 4-W-1 (SMACKOVER),16.12.19 - MSPU 4-W-1 TAC Remediation,12/19/2016,,,,,
MSPU 4-W-1 (SMACKOVER),17.01.11 - MSPU 4-W-1 Pump Remediation,1/11/2017,,,,,
MSPU 4-W-1 (SMACKOVER),17.07.13 - MSPU 4-W-1 - Pump Remediation,7/10/2017,,,,,
MSPU 4-W-1 (SMACKOVER),17.11.05 - MSPU 4-W-1 - ROD PART,11/5/2017,,,,,
MSPU 4-W-1 (SMACKOVER),17.12.15 - MSPU 4-W-1 - Rod Part,12/15/2017,,,,,
MSPU 4-W-1 (SMACKOVER),18.03.05 - MSPU 4-W-1 - Rod Part,3/5/2018,,,,,
MSPU 4-W-1 (SMACKOVER),18.09.24 - MSPU 4-W-1 - Pump,9/24/2018,,,,,
MSPU 4-W-1 (SMACKOVER),19.06.25. - MSPU 4-W-1 - Pump,6/25/2019,,,,,
MSPU 4-W-1 (SMACKOVER),20.01.07. - MSPU 4-W-1 - PUMP CHANGE,1/7/2020,,,,,
MSPU 4-W-1 (SMACKOVER),20.04.03. - MSPU 4-W-1 - Polish Rod Part,4/7/2020,,,,,
MSPU 4-W-1 (SMACKOVER),20.08.12. - MSPU 4-W-1 - Pump,8/10/2020,,,,,
MSPU 4-W-1 (SMACKOVER),21.01.08. - MSPU 4-W-1 - Pump change,1/8/2021,,,,,
MSPU 4-W-1 (SMACKOVER),21.07.19. - MSPU 4-W-1 - Pump change,7/19/2021,,,,,
MSPU 4-W-1 (SMACKOVER),22.02.18. - MSPU 4-W-1 - Pump Change,2/18/2022,,,,,
MSPU 4-W-1 (SMACKOVER),2022.07.27 - MSPU 4-W-1 Pump Change,7/28/2022,,,,,
MSPU 4-W-1 (SMACKOVER),23.02.03. - MSPU 4-W-1 - Pump,2/3/2023,,,,,
MSPU 4-W-1 (SMACKOVER),23.03.01. - MSPU 4-W-1 - On/Off Tool Released,3/1/2023,,,,,
MSPU 4-W-1 (SMACKOVER),23.03.13. - MSPU 4-W-1 - On/Off Tool Released,3/13/2023,,,,,
MSPU 4-W-1 (SMACKOVER),23.07.26. - MSPU 4-W-1 - Pump Change,7/31/2023,,,,,
MSPU 4-W-1 (SMACKOVER),24.02.01. - MSPU 4-W-1 - Pump Change,2/1/2024,,,,,
MSPU 4-W-1 (SMACKOVER),24.05.03. - MSPU 4-W-1 - HIT,5/3/2024,,,,,
MSPU 5-E INJ (SMACKOVER),16.08.22 - MSPU 5-E MIT,8/22/2016,,,,,
MSPU 5-G INJ (SMACKOVER),(2004.01.12) Casing Repair,1/12/2004,,,,,
MSPU 5-G INJ (SMACKOVER),(2001.06.18) Acid Treatment,6/18/2001,,,,,
MSPU 5-G INJ (SMACKOVER),(2001.07.06) Acid Treatment,7/6/2001,,,,,
MSPU 5-G INJ (SMACKOVER),(2001.07.24) Acid Treatment,7/24/2001,,,,,
MSPU 5-G INJ (SMACKOVER),(2001.08.10) Acid Treatment,8/10/2001,,,,,
MSPU 5-G INJ (SMACKOVER),(2001.08.27) Acid Treatment,8/27/2001,,,,,
MSPU 5-G INJ (SMACKOVER),(2001.09.28) Acid Treatment,9/28/2001,,,,,
MSPU 5-G INJ (SMACKOVER),(2001.10.15) Acid Treatment,10/15/2001,,,,,
MSPU 5-G INJ (SMACKOVER),(2001.10.29) Acid Treatment,10/29/2001,,,,,
MSPU 5-G INJ (SMACKOVER),(2001.11.19) Acid Treatment,11/19/2001,,,,,
MSPU 5-G INJ (SMACKOVER),(2002.12.26) Acid Treatment,12/26/2002,,,,,
MSPU 5-G INJ (SMACKOVER),(2002.12.12) Acid Treatment,12/12/2002,,,,,
MSPU 5-G INJ (SMACKOVER),(2002.09.25) Acid Treatment,9/25/2002,,,,,
MSPU 5-G INJ (SMACKOVER),(2015.04.06) Tubing Repair,4/6/2015,,,,,
MSPU 5-G INJ (SMACKOVER),(2002.11.11) Acid Treatment,11/11/2002,,,,,
MSPU 5-G INJ (SMACKOVER),(2002.06.20) Acid Treatment,6/20/2002,,,,,
MSPU 5-G INJ (SMACKOVER),(2007.12.14) Acid Treatment,12/14/2007,,,,,
MSPU 5-G INJ (SMACKOVER),(2002.03.25) Acid Treatment,3/25/2002,,,,,
MSPU 5-G INJ (SMACKOVER),(2002.01.17) Acid Treatment,1/17/2002,,,,,
MSPU 5-G INJ (SMACKOVER),(2002.07.02) Acid Treatment,7/2/2002,,,,,
MSPU 5-G INJ (SMACKOVER),(2015.01.13) Mechanical Integrity Test,1/13/2015,,,,,
MSPU 5-G INJ (SMACKOVER),(2004.01.06) Tubing Repair,1/6/2004,,,,,
MSPU 5-G INJ (SMACKOVER),(2010.06.30) Acid Treatment,6/30/2010,,,,,
MSPU 5-G INJ (SMACKOVER),(2002.08.15) Acid Treatment,8/15/2002,,,,,
