WellName,JobName,StartDate,,,,,
HARMON 1-29 (RED RIVER),18.05.03 - Harmon 1-29 - HIT,5/3/2018,,,,,
HARMON 1-29 (RED RIVER),18.05.31 - Harmon 1-29 - Rod Part,6/5/2018,,,,,
HARMON 1-29 (RED RIVER),18.06.28 - Harmon 1-29 - Stimulation,6/28/2018,,,,,
HARMON 1-29 (RED RIVER),19.07.18 - Harmon 1-29 - HIT,7/18/2019,,,,,
HARMON 1-29 (RED RIVER),20.07.11 - Harmon 1-29 - Proactive Tubing Pull,7/13/2020,,,,,
HARMON ET AL 41-18 (RATCLIFFE),16.04.21-HARMON 41-18-Tubing Leak,4/21/2016,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2014.12.15) New AFE - Select Job Type,12/15/2014,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2003.06.10) Tubing Repair,6/10/2003,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2012.02.06) Tubing Repair,2/6/2012,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2002.08.15) Rod Repair,8/15/2002,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2011.05.20) Tubing Repair,5/20/2011,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2006.10.13) Tubing Repair,10/13/2006,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2013.04.22) Pump Change,4/22/2013,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2013.11.06) Pump Change,11/6/2013,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2014.08.26) Rod Repair,8/26/2014,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2002.04.15) Rod Repair,4/15/2002,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2009.04.02) Tubing Repair,4/2/2009,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2005.11.22) Rod Repair,11/22/2005,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2013.12.12) Pump Repair,12/12/2013,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2002.12.31) Rod Repair,12/31/2002,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2004.04.26) Rod Repair,4/26/2004,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2003.02.13) Rod Repair,2/13/2003,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2002.10.15) Tubing Repair,10/15/2002,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2009.01.07) Tubing Repair,1/7/2009,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2008.08.11) Tubing Repair,8/11/2008,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2014.12.03) Rod Repair,12/3/2014,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2002.07.31) Rod Repair,7/31/2002,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2005.06.16) Rod Repair,6/16/2005,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2009.05.29) Rod Repair,5/29/2009,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(1993.05.11) Recompletion,5/11/1993,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2013.01.28) Tubing Repair,1/28/2013,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2004.03.01) Tubing Repair,3/1/2004,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2012.01.16) Pump Change,1/16/2012,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2014.05.06) Tubing Repair,5/6/2014,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2014.10.30) Rod Repair,10/30/2014,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2005.04.19) Rod Repair,4/19/2005,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2007.06.04) Rod Repair,6/4/2007,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2013.03.18) Pump Change,3/18/2013,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2009.10.13) Tubing Repair,10/13/2009,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2006.02.27) Rod Repair,2/27/2006,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2012.03.13) Tubing Repair,3/13/2012,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2005.02.22) Rod Repair,2/22/2005,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2014.10.10) Rod Repair,10/10/2014,,,,,
HARMON ET AL 41-18 (RATCLIFFE),(2001.09.24) Tubing Repair,9/24/2001,,,,,
HARMON ET AL 41-18 (RATCLIFFE),17.01.12-HARMON 41-18-REACTIVATION,1/12/2017,,,,,
HARMON ET AL 41-18 (RATCLIFFE),22.04.25 - Harmon 41-18 - Recomplete Ratcliffe,4/24/2022,,,,,
HARRELL 1-11 -RT,(1996.05.24) Equipment Maintenance,5/24/1996,,,,,
HARRELL 1-11 -RT,(2004.06.28) Swabbing,6/28/2004,,,,,
HARRELL 1-11 -RT,(2004.01.19) Plunger Lift System Repair,1/19/2004,,,,,
HARRELL 1-11 -RT,(2004.06.27) Wireline,6/27/2004,,,,,
HARRELL 1-11 -RT,(2008.06.02) Equipment Maintenance,6/2/2008,,,,,
HARRELL 1-11 -RT,(2007.04.25) Return to Production,4/25/2007,,,,,
HARRELL 1-11 -RT,(2006.01.20) Recompletion,1/20/2006,,,,,
HARRELL 1-11 -RT,(2006.10.19) Equipment Maintenance,10/19/2006,,,,,
HARRELL 1-11 -RT,(2003.05.13) Plunger Lift System Repair,5/13/2003,,,,,
HARVEY 1-36 (MISSISSIPPI),(1995.01.04) Equipment Maintenance,1/4/1995,,,,,
HARVEY 1-36 (MISSISSIPPI),(2001.08.01) Testing,8/1/2001,,,,,
HAYDEN STATE 1-20-3B (MUDDY),(2004.03.12) Tubing Repair,3/12/2004,,,,,
HAYDEN STATE 1-20-3B (MUDDY),(2003.04.18) Clean Out,4/18/2003,,,,,
HAYDEN STATE 1-20-3B (MUDDY),14.04.11-HAYDEN STATE 1-20-3B- Swabbing,4/11/2014,,,,,
HAYDEN STATE 1-20-3B (MUDDY),(2004.03.31) Tubing Repair,3/31/2004,,,,,
HAYDEN STATE 1-20-3B (MUDDY),(2008.12.29) Swabbing,12/29/2008,,,,,
HAYDEN STATE 1-20-3B (MUDDY),(1998.05.12) Perforating,5/12/1998,,,,,
HAYDEN STATE 1-20-3B (MUDDY),(2004.11.19) Rig LOE - Swabbing,11/19/2004,,,,,
HAYDEN STATE 1-20-3B (MUDDY),(1991.04.02) Reconfigure Tubing/Components,4/2/1991,,,,,
HAYDEN STATE 1-20-3B (MUDDY),(2004.03.15) Tubing Repair,3/15/2004,,,,,
HAYDEN STATE 1-20-3B (MUDDY),(1998.05.05) Perforating,5/5/1998,,,,,
HAYDEN STATE 1-25-4C (MUDDY),"(1991.04.03) Run 1 1/2"" Coil Tubing Velosity Strin",4/3/1991,,,,,
HAYDEN STATE 1-25-4C (MUDDY),(1997.02.10) Change Out CT,2/10/1997,,,,,
HAYDEN STATE 1-25-4C (MUDDY),14.04.07-HAYDEN STATE 1-25-4C-Swabbing,4/7/2014,,,,,
HAYDEN STATE 1-25-4C (MUDDY),(2000.05.22) Reconfigure Tubing/Components,5/22/2000,,,,,
HAYDEN STATE 2-25-3B (MUDDY),(1997.03.21) Wireline,3/21/1997,,,,,
HAYDEN STATE 2-25-3B (MUDDY),(1997.06.19) Perforating,6/19/1997,,,,,
HAYDEN STATE 2-25-3B (MUDDY),(1997.02.10) Reconfigure Tubing/Components,2/10/1997,,,,,
HAZELBAKER 1-15 (ATOKA),(2005.05.04) Testing,5/4/2005,,,,,
HAZELBAKER 1-15 (ATOKA),(2004.04.14) Install Plunger Lift,4/14/2004,,,,,
HAZELBAKER 1-15 (ATOKA),(2014.10.15) Gas Lift System Repair,10/15/2014,,,,,
HAZELBAKER 1-15 (ATOKA),(2004.10.21) Acid Treatment,10/21/2004,,,,,
HONDL 15-1 (LODGEPOLE),15.09.03-Hondl 1-15-TBG LEAK,9/3/2015,,,,,
HONDL 15-1 (LODGEPOLE),(2001.07.20) Swabbing,7/20/2001,,,,,
HONDL 15-1 (LODGEPOLE),(2011.10.11) Rod Repair,10/11/2011,,,,,
HONDL 15-1 (LODGEPOLE),(2005.04.06) Tubing Repair,4/6/2005,,,,,
HONDL 15-1 (LODGEPOLE),(2002.06.13) Pressure Build-Up Survey,6/13/2002,,,,,
HONDL 15-1 (LODGEPOLE),(2003.04.14) Tubing Repair,4/14/2003,,,,,
HONDL 15-1 (LODGEPOLE),(2006.06.12) Pump Repair,6/12/2006,,,,,
HONDL 15-1 (LODGEPOLE),(2006.01.11) Rod Repair,1/11/2006,,,,,
HONDL 15-1 (LODGEPOLE),(2002.06.05) Swabbing,6/5/2002,,,,,
HONDL 15-1 (LODGEPOLE),(2002.06.20) Reconfigure Tubing/Components,6/20/2002,,,,,
HONDL 15-1 (LODGEPOLE),14.03.25-HONDL 15-1- Rod Repair,3/25/2014,,,,,
HONDL 15-1 (LODGEPOLE),(2003.09.18) Pump Repair,9/18/2003,,,,,
HONDL 15-1 (LODGEPOLE),(2001.07.31) Swabbing,7/31/2001,,,,,
HONDL 15-1 (LODGEPOLE),(2002.03.22) Swabbing,3/22/2002,,,,,
HONDL 15-1 (LODGEPOLE),(2001.07.10) Swabbing,7/10/2001,,,,,
HONDL 15-1 (LODGEPOLE),(2011.03.08) Rod Repair,3/8/2011,,,,,
HONDL 15-1 (LODGEPOLE),(2002.04.16) Swabbing,4/16/2002,,,,,
HONDL 15-1 (LODGEPOLE),(2002.05.08) Swabbing,5/8/2002,,,,,
HONDL 15-1 (LODGEPOLE),(2002.03.05) Swabbing,3/5/2002,,,,,
HONDL 15-1 (LODGEPOLE),(2002.05.10) Swabbing,5/10/2002,,,,,
HONDL 15-1 (LODGEPOLE),(2002.05.15) Check Tubing Restrictions & TD,5/15/2002,,,,,
HONDL 15-1 (LODGEPOLE),(2002.04.24) Swabbing,4/24/2002,,,,,
HONDL 15-1 (LODGEPOLE),(2002.06.18) Set Pumping Unit,6/18/2002,,,,,
HONDL 15-1 (LODGEPOLE),(2002.04.01) Swabbing,4/1/2002,,,,,
HONDL 15-1 (LODGEPOLE),(2002.03.30) Swabbing,3/30/2002,,,,,
HONDL 15-1 (LODGEPOLE),(1997.02.04) Workover,2/4/1997,,,,,
HONDL 15-1 (LODGEPOLE),15.04.03-HONDL 15-1-Rod Repair,4/3/2015,,,,,
HONDL 15-1 (LODGEPOLE),(2002.05.28) Swabbing,5/28/2002,,,,,
HONDL 15-1 (LODGEPOLE),(2002.05.21) Swabbing,5/21/2002,,,,,
HONDL 15-1 (LODGEPOLE),(2013.06.10) Tubing Repair,6/10/2013,,,,,
HONDL 15-1 (LODGEPOLE),(2013.03.01) Tubing Repair,3/1/2013,,,,,
HONDL 15-1 (LODGEPOLE),(2013.01.10) Tubing Repair,1/10/2013,,,,,
HONDL 15-1 (LODGEPOLE),(2001.01.25) Swabbing,1/25/2001,,,,,
HONDL 15-1 (LODGEPOLE),(2008.04.07) Tubing Repair,4/7/2008,,,,,
HONDL 15-1 (LODGEPOLE),(2002.05.16) Swabbing,5/16/2002,,,,,
HONDL 15-1 (LODGEPOLE),(2002.06.23) Production Test,6/23/2002,,,,,
HONDL 15-1 (LODGEPOLE),(2012.11.06) Rod Repair,11/6/2012,,,,,
HONDL 15-1 (LODGEPOLE),(2004.04.08) Tubing Repair,4/8/2004,,,,,
HONDL 15-1 (LODGEPOLE),14.04.22-HONDL 15-1Tubing Repair,4/22/2014,,,,,
HONDL 15-1 (LODGEPOLE),(2001.03.31) Swabbing,3/31/2001,,,,,
HONDL 15-1 (LODGEPOLE),17.06.19 - Hondl 15-1: HIT,6/19/2017,,,,,
HONDL 15-1 (LODGEPOLE),19.09.03 - Hondl 15-1 - Strip Out,9/3/2019,,,,,
HONDL 15-1 (LODGEPOLE),21.06.17 - Hondl 15-1 - Rod Part,6/17/2021,,,,,
HONDL 15-1 (LODGEPOLE),22.10.05 - Hondl 15-1 - Rod Part,10/11/2022,,,,,
HONDL 15-1 (LODGEPOLE),23.12.02 - Hondl 15-1 - HIT,12/17/2023,,,,,
HUDGINS 1  SWD (TENSLEEP),(2010.06.14) Mechanical Integrity Test,6/14/2010,,,,,
HUDGINS 1  SWD (TENSLEEP),(2005.12.14) Mechanical Integrity Test,12/14/2005,,,,,
HUDGINS 1  SWD (TENSLEEP),23.08.31 - Hudgins 1 SWD- MIT,8/31/2023,,,,,
INGHAM FARMS 23 #1,21.10.25. - Ingham Farms 23-1 - PKR Removal - WWC,10/25/2021,,,,,
IRENE 2-19 (REDFORK),(2012.09.18) Plunger Lift System Repair,9/18/2012,,,,,
IRENE 2-19 (REDFORK),(2005.03.09) Wireline,3/9/2005,,,,,
IRENE 2-19 (REDFORK),(2006.06.14) Plunger Lift System Repair,6/14/2006,,,,,
IRENE 2-19 (REDFORK),(2006.06.29) Plunger Lift System Repair,6/29/2006,,,,,
IRENE 2-19 (REDFORK),(2004.10.21) Wireline,10/21/2004,,,,,
IRENE 2-19 (REDFORK),(2008.10.13) Plunger Lift System Repair,10/13/2008,,,,,
IRENE 2-19 (REDFORK),(2004.04.28) Wireline,4/28/2004,,,,,
IRENE 2-19 (REDFORK),(2006.04.28) Wireline,4/28/2006,,,,,
IRENE 2-19 (REDFORK),(2007.12.20) Plunger Lift System Repair,12/20/2007,,,,,
IRENE 2-19 (REDFORK),(2007.06.29) Plunger Lift System Repair,6/29/2007,,,,,
IRENE 2-19 (REDFORK),(2007.05.09) Wireline,5/9/2007,,,,,
IRENE 2-19 (REDFORK),22.10.25. - Irene 2-19 - Repair HIC - WWE,10/25/2022,,,,,
IRENE 2-19 (REDFORK),22.12.16. - Irene 2-19 - Swab,12/16/2022,,,,,
IRENE 2-19 (REDFORK),23.01.04. - Irene 2-9 - Packer Install,1/5/2023,,,,,
J.J. MARTIN 1-A,(2001.11.18) Recompletion,11/18/2001,,,,,
J.J. MARTIN 1-A,(2006.06.15) Workover,6/15/2006,,,,,
J.J. MARTIN 1-A,(2001.10.02) Recompletion,10/2/2001,,,,,
J.J. MARTIN 1-A,(2003.03.31) Swabbing,3/31/2003,,,,,
J.J. MARTIN 1-A,(2003.01.11) Recompletion,1/11/2003,,,,,
J.J. MARTIN 1-A,(2001.10.15) Recompletion,10/15/2001,,,,,
J.J. MARTIN 1-A,(2006.10.25) Recompletion,10/25/2006,,,,,
J.J. MARTIN 1-A,22.05.18. - JJ Martin 1 - Slickline Troubleshoot,5/18/2022,,,,,
J.J. MARTIN 1-A,22.06.08. - JJ Martin 1 - Wireline/Logging,6/9/2022,,,,,
J.J. MARTIN 1-A,22.07.14. - JJ Martin 1-A - Flow Test,7/14/2022,,,,,
JC VOORHEES 1-19 (TONKAWA),(2008.04.23) Fluid Level/Pressure Test,4/23/2008,,,,,
JC VOORHEES 1-19 (TONKAWA),(2003.07.02) Equipment Maintenance,7/2/2003,,,,,
JC VOORHEES 1-19 (TONKAWA),(2011.11.11) Equipment Maintenance,11/11/2011,,,,,
JC VOORHEES 1-19 (TONKAWA),(2014.04.16) Plunger Lift System Repair,4/16/2014,,,,,
JC VOORHEES 1-19 (TONKAWA),(2009.06.10) Plunger Lift System Repair,6/10/2009,,,,,
JC VOORHEES 1-19 (TONKAWA),21.03.12. - JC VOORHEES 1-19 - Plunger Stuck,3/22/2021,,,,,
JC VOORHEES 1-19 (TONKAWA),23.08.28. - J.C. VOORHIES 1-19 - Swab,8/28/2023,,,,,
JEWETT 1-32 (PRAIRIE DU CHIEN),(1990.06.06) Recompletion,6/6/1990,,,,,
JEWETT 1-32 (PRAIRIE DU CHIEN),(2013.03.25) Paraffin Work,3/25/2013,,,,,
JEWETT 1-32 (PRAIRIE DU CHIEN),(1992.08.07) Recompletion,8/7/1992,,,,,
JEWETT 1-32 (PRAIRIE DU CHIEN),(2013.06.27) Shoot FL,6/27/2013,,,,,
JEWETT 1-32 (PRAIRIE DU CHIEN),(2013.04.01) Paraffin Work,4/1/2013,,,,,
JEWETT 1-32 (PRAIRIE DU CHIEN),(2008.02.13) Swabbing,2/13/2008,,,,,
JEWETT 1-32 (PRAIRIE DU CHIEN),(2013.01.04) LOE,1/4/2013,,,,,
JEWETT 1-32 (PRAIRIE DU CHIEN),(2013.03.04) Production Test,3/4/2013,,,,,
JEWETT 1-32 (PRAIRIE DU CHIEN),(1999.04.21) Acid Treatment,4/21/1999,,,,,
JEWETT 1-32 (PRAIRIE DU CHIEN),(1998.12.10) Recompletion,12/10/1998,,,,,
JEWETT 1-32 (PRAIRIE DU CHIEN),(2013.05.14) Paraffin Work,5/14/2013,,,,,
JEWETT 1-32 (PRAIRIE DU CHIEN),(2012.12.27) Wireline,12/27/2012,,,,,
JF KOKOJAN 2-3 (MISSISSIPPIAN),16.05.20 - Kokojan 2-3 HIT,5/20/2016,,,,,
JF KOKOJAN 2-3 (MISSISSIPPIAN),(2010.02.26) H2S Test,2/26/2010,,,,,
JF KOKOJAN 2-3 (MISSISSIPPIAN),(2010.02.26) Equipment Maintenance,2/26/2010,,,,,
JF KOKOJAN 2-3 (MISSISSIPPIAN),(2010.01.25) Pump Change,1/25/2010,,,,,
JF KOKOJAN 2-3 (MISSISSIPPIAN),(1995.02.09) Equipment Maintenance,2/9/1995,,,,,
JF KOKOJAN 2-3 (MISSISSIPPIAN),(2011.03.20) Pump Change,3/20/2011,,,,,
JF KOKOJAN 2-3 (MISSISSIPPIAN),(2010.09.20) Acid Treatment,9/20/2010,,,,,
JF KOKOJAN 2-3 (MISSISSIPPIAN),(2010.12.28) Acid Treatment,12/28/2010,,,,,
JF KOKOJAN 2-3 (MISSISSIPPIAN),(2003.10.27) Pump Change,10/27/2003,,,,,
JF KOKOJAN 2-3 (MISSISSIPPIAN),(2008.01.28) H2S Test,1/28/2008,,,,,
JF KOKOJAN 2-3 (MISSISSIPPIAN),(2011.05.10) Testing,5/10/2011,,,,,
JF KOKOJAN 2-3 (MISSISSIPPIAN),(2006.02.01) Testing,2/1/2006,,,,,
JF KOKOJAN 2-3 (MISSISSIPPIAN),(2011.02.07) Pump Change,2/7/2011,,,,,
JL ALLEN UNIT 2 (TONKAWA),(2008.05.01) Plunger Lift System Repair,5/1/2008,,,,,
JL ALLEN UNIT 2 (TONKAWA),(2006.04.11) Wireline,4/11/2006,,,,,
JL ALLEN UNIT 2 (TONKAWA),(2009.06.10) Plunger Lift System Repair,6/10/2009,,,,,
JL ALLEN UNIT 2 (TONKAWA),(2008.04.23) Fluid Level/Pressure Test,4/23/2008,,,,,
JL ALLEN UNIT 2 (TONKAWA),(2014.04.16) Plunger Lift System Repair,4/16/2014,,,,,
JN FEDERAL 44-18 (TYLER),(2001.04.13) Tubing Repair,4/13/2001,,,,,
JN FEDERAL 44-18 (TYLER),(2006.03.07) Tubing Repair,3/7/2006,,,,,
JN FEDERAL 44-18 (TYLER),(2001.11.02) Rod Repair,11/2/2001,,,,,
JN FEDERAL 44-18 (TYLER),(2004.07.30) Pump Repair,7/30/2004,,,,,
JN FEDERAL 44-18 (TYLER),(2006.05.03) Rod Repair,5/3/2006,,,,,
JN FEDERAL 44-18 (TYLER),(2011.10.21) Temporarily Abandon,10/21/2011,,,,,
JN FEDERAL 44-18 (TYLER),(1999.05.22) Perf & Acidize,5/22/1999,,,,,
JN FEDERAL 44-18 (TYLER),(2001.06.19) Rod Repair,6/19/2001,,,,,
JN FEDERAL 44-18 (TYLER),(2007.02.23) Pump Repair,2/23/2007,,,,,
JN FEDERAL 44-18 (TYLER),(2001.01.03) Rod Repair,1/3/2001,,,,,
JN FEDERAL 44-18 (TYLER),(2011.11.04) Mechanical Integrity Test,11/4/2011,,,,,
JOHNSON ES B-1 (FKA BFU 16-1 1),16.04.11 - Johnson Est B-1 Rod Part,4/11/2016,,,,,
JOHNSON ES B-1 (FKA BFU 16-1 1),17.01.10 - Johnson Estate B-1 Rod Part,1/10/2017,,,,,
JOHNSON ES B-1 (FKA BFU 16-1 1),22.02.21. - Johnson Estate B-1 - HIT,2/21/2022,,,,,
JOHNSON ES B-1 (FKA BFU 16-1 1),22.03.25. - Johnson Estate B-1 - Rod Part,3/25/2022,,,,,
JONES 1-15 (MORROW),(2006.03.01) Equipment Maintenance,3/1/2006,,,,,
JONES 1-15 (MORROW),(2012.06.07) Other Stimulation,6/7/2012,,,,,
JONES 1-15 (MORROW),(2008.03.26) Other Stimulation,3/26/2008,,,,,
JONES 1-15 (MORROW),(2006.03.18) Wireline,3/18/2006,,,,,
JONES 1-15 (MORROW),(2006.10.04) Clean Out,10/4/2006,,,,,
JONES 1-15 (MORROW),(2006.06.02) Wireline,6/2/2006,,,,,
JONES 1-15 (MORROW),(2006.08.17) Wireline,8/17/2006,,,,,
JONES 1-15 (MORROW),(2011.10.26) Other Stimulation,10/26/2011,,,,,
JONES 1-15 (MORROW),(2008.08.05) Other Stimulation,8/5/2008,,,,,
JONES 1-15 (MORROW),(2006.05.10) Wireline,5/10/2006,,,,,
JONES 1-15 (MORROW),(2013.03.14) Other Stimulation,3/14/2013,,,,,
JONES 1-15 (MORROW),(2009.08.30) Other Stimulation,8/30/2009,,,,,
JONES 1-15 (MORROW),(2012.11.15) Other Stimulation,11/15/2012,,,,,
JONES 1-15 (MORROW),(2006.08.09) Equipment Maintenance,8/9/2006,,,,,
JONES 1-15 (MORROW),(1995.11.29) Equipment Maintenance,11/29/1995,,,,,
JONES 1-15 (MORROW),(2008.06.12) Equipment Maintenance,6/12/2008,,,,,
JONES 1-15 (MORROW),(2006.04.14) Plunger Lift System Repair,4/14/2006,,,,,
JONES 1-15 (MORROW),(2006.05.04) Equipment Maintenance,5/4/2006,,,,,
JONES 1-15 (MORROW),(2011.02.23) Other Stimulation,2/23/2011,,,,,
JONES 1-15 (MORROW),(2010.05.06) Other Stimulation,5/6/2010,,,,,
JONES 1-15 (MORROW),16.11.28 - Jones 1-15 Swab,11/28/2016,,,,,
JONES 1-15 (MORROW),18.03.22 - Jones 1-15 - Pump,3/22/2018,,,,,
JONES E H EST 11 (CLEARFORK),15.11.19 - EH Jones Est # 11 Pump Repair,11/19/2015,,,,,
JONES E H EST 11 (CLEARFORK),15.12.15 - Eh Jones Est Csg Inspection,12/15/2015,,,,,
JONES E H EST 11 (CLEARFORK),16.02.08 - EH Jones # 11 Pump Remediation,2/8/2016,,,,,
JONES E H EST 11 (CLEARFORK),17.01.11 - EH Jones # 11 Pump Remediation,1/11/2017,,,,,
JONES E H EST 11 (CLEARFORK),17.09.08 - EH Jones 11 - Rod Part,9/8/2017,,,,,
JONES E H EST 11 (CLEARFORK),18.03.06 - EH Jones Estate #11 - Pump,3/6/2018,,,,,
JONES E H EST 11 (CLEARFORK),20.07.27. - EH Jones Estate 11 - Pump Change - S/O,7/27/2020,,,,,
JONES E H EST 11 (CLEARFORK),21.06.28. - EH Jones Estate 11 - HIT,6/28/2021,,,,,
JONES E H EST 11 (CLEARFORK),21.10.29  - EH Jones Estate 11 - ROD PART,10/29/2021,,,,,
JONES E H EST 11 (CLEARFORK),22.01.28- EH JONES ESTATE 11- PUMP CHANGE,1/28/2022,,,,,
JONES EST 30 1 (CLEARFORK),(2008.04.15) Tubing Repair,4/15/2008,,,,,
JONES EST 30 1 (CLEARFORK),(1982.10.29) Recompletion,10/29/1982,,,,,
JONES EST 30 1 (CLEARFORK),(2012.01.12) Pump Change,1/12/2012,,,,,
JONES EST 30 1 (CLEARFORK),(2014.11.05) Pump Change,11/5/2014,,,,,
JONES EST 30 1 (CLEARFORK),(2015.01.27) Pump Change,1/27/2015,,,,,
JONES EST 30 1 (CLEARFORK),(2014.08.19) Tubing Repair,8/19/2014,,,,,
JONES EST 30 1 (CLEARFORK),(2014.11.18) Tubing Repair,11/18/2014,,,,,
JONES EST 30 1 (CLEARFORK),(2015.01.05) Tubing Repair,1/5/2015,,,,,
JONES EST 30 2 (CLEARFORK),(2008.08.01) Pump Change,8/1/2008,,,,,
JONES EST 30 2 (CLEARFORK),(1991.07.09) Tubing Repair,7/9/1991,,,,,
JONES EST 30 2 (CLEARFORK),(2008.11.25) Tubing Repair,11/25/2008,,,,,
JONES EST 30 2 (CLEARFORK),(2008.12.12) Pump Repair,12/12/2008,,,,,
JONES EST 30 2 (CLEARFORK),(2006.06.10) Equipment Maintenance,6/10/2006,,,,,
JONES EST 30 2 (CLEARFORK),(2007.05.11) Pump Change,5/11/2007,,,,,
JONES EST 30 2 (CLEARFORK),(1993.09.29) Pump Change,9/29/1993,,,,,
JONES EST 30 2 (CLEARFORK),(2007.05.24) Pump Repair,5/24/2007,,,,,
JONES EST 30 2 (CLEARFORK),(2011.03.24) Temporarily Abandon,3/24/2011,,,,,
JONES EST 30 2 (CLEARFORK),(2012.03.27) Tubing Repair,3/27/2012,,,,,
JONES EST 30 2 (CLEARFORK),(2008.07.21) Pump Change,7/21/2008,,,,,
JONES EST 497 (CLEARFORK),(2008.01.18) Pump Change,1/18/2008,,,,,
JONES EST 497 (CLEARFORK),(2008.01.15) Pump Change,1/15/2008,,,,,
JONES EST 497 (CLEARFORK),(2008.06.18) Casing Repair,6/18/2008,,,,,
JONES EST 497 (CLEARFORK),(2015.01.28) Pump Change,1/28/2015,,,,,
JONES EST 497 (CLEARFORK),17.09.29 - Jones Estate 497 - Pump Remediation,9/29/2017,,,,,
JONES EST 497 (CLEARFORK),21.04.07. - Jones Estate 497 - 1 - Rod Part,4/7/2021,,,,,
JONES EST 497 (CLEARFORK),21.09.01. - Jones Estate 497 - 1 - Rod Part,9/13/2021,,,,,
JONES EST 498 (CLEARFORK),16.07.05 - Jones 498 Pump Remediation,6/30/2016,,,,,
JONES EST 498 (CLEARFORK),(2004.04.06) Rod Repair,4/6/2004,,,,,
JONES EST 498 (CLEARFORK),(1987.11.30) Rod Repair,11/30/1987,,,,,
JONES EST 498 (CLEARFORK),(1996.03.21) Rod Repair,3/21/1996,,,,,
JONES EST 498 (CLEARFORK),(2008.05.21) Rod Repair,5/21/2008,,,,,
JONES EST 498 (CLEARFORK),(1982.06.02) Fracture Treatment,6/2/1982,,,,,
JONES EST 498 (CLEARFORK),(1991.07.02) Pump Change,7/2/1991,,,,,
JONES EST 498 (CLEARFORK),(2012.09.05) Pump Change,9/5/2012,,,,,
JONES EST 498 (CLEARFORK),(1983.03.11) Rod Repair,3/11/1983,,,,,
JONES EST 498 (CLEARFORK),17.03.25 - Jones Estate 498 Rod Part,3/27/2017,,,,,
JONES EST 498 (CLEARFORK),20.10.14. - Jones Estate 498 1-RT,10/14/2020,,,,,
JONES EST 498 (CLEARFORK),23.03.14. - Jones Estate 498-1 - HIT,3/15/2023,,,,,
JUDGE 1-24 (REDFORK),(2013.01.08) Swabbing,1/8/2013,,,,,
JUDGE 1-24 (REDFORK),(2010.04.28) Swabbing,4/28/2010,,,,,
JUDGE 1-24 (REDFORK),(2011.10.27) Swabbing,10/27/2011,,,,,
JUDGE 1-24 (REDFORK),(2005.05.25) Fluid Level/Pressure Test,5/25/2005,,,,,
JUDGE 1-24 (REDFORK),(2006.01.17) Equipment Maintenance,1/17/2006,,,,,
JUDGE 1-24 (REDFORK),(2003.11.25) Wireline,11/25/2003,,,,,
JUDGE 1-24 (REDFORK),(2010.03.05) Plunger Lift System Repair,3/5/2010,,,,,
JUDGE 1-24 (REDFORK),(2011.11.02) Swabbing,11/2/2011,,,,,
JUDGE 1-24 (REDFORK),(2013.05.28) Swabbing,5/28/2013,,,,,
JUDGE 1-24 (REDFORK),(2013.04.01) Swabbing,4/1/2013,,,,,
JUDGE 1-24 (REDFORK),(2005.07.07) Wireline,7/7/2005,,,,,
JUDGE 1-24 (REDFORK),(2010.12.03) Swabbing,12/3/2010,,,,,
JUDGE 1-24 (REDFORK),(2009.02.24) Swabbing,2/24/2009,,,,,
